[Name],,,,,
Momentum and Mass,,,,,
,,,,,
[Data],,,,,
Accumulated Timestep,RMS P-Mass,RMS U-Mom,RMS V-Mom,RMS W-Mom,Current Timestep
2259,9.14E-05,1.57E-05,1.77E-05,1.84E-05,1.23E+03
2260,7.21E-05,1.37E-05,1.60E-05,1.98E-05,1.23E+03
2261,9.18E-05,1.05E-05,1.78E-05,4.35E-05,1.23E+03
2262,8.04E-05,1.27E-05,3.88E-05,2.23E-05,1.23E+03
2263,6.93E-05,9.93E-06,3.51E-05,2.91E-05,1.23E+03
2264,5.91E-05,7.80E-06,1.88E-05,2.61E-05,1.23E+03
2265,6.71E-05,7.48E-06,1.66E-05,2.35E-05,1.23E+03
2266,8.18E-05,1.21E-05,2.90E-05,5.19E-05,1.23E+03
2267,5.55E-05,8.41E-06,1.06E-05,2.02E-05,1.23E+03
2268,6.72E-05,9.07E-06,1.44E-05,2.03E-05,1.23E+03
2269,6.55E-05,5.90E-06,1.80E-05,1.84E-05,1.24E+03
2270,8.43E-05,1.27E-05,3.82E-05,5.37E-05,1.24E+03
2271,7.77E-05,1.16E-05,4.71E-05,4.36E-05,1.24E+03
2272,6.67E-05,9.26E-06,3.99E-05,3.30E-05,1.24E+03
2273,5.39E-05,7.08E-06,1.26E-05,1.53E-05,1.24E+03
2274,9.53E-05,1.18E-05,2.03E-05,2.62E-05,1.24E+03
2275,8.74E-05,8.35E-06,2.22E-05,2.54E-05,1.24E+03
2276,6.27E-05,1.38E-05,2.71E-05,2.46E-05,1.24E+03
2277,9.70E-05,1.46E-05,4.39E-05,3.96E-05,1.24E+03
2278,6.83E-05,1.55E-05,2.35E-05,1.64E-05,1.24E+03
2279,8.52E-05,1.60E-05,3.43E-05,2.92E-05,1.25E+03
2280,8.55E-05,9.06E-06,1.51E-05,1.96E-05,1.25E+03
2281,7.50E-05,1.48E-05,2.70E-05,2.86E-05,1.25E+03
2282,8.18E-05,7.65E-06,2.02E-05,1.57E-05,1.25E+03
2283,6.77E-05,1.04E-05,3.01E-05,2.46E-05,1.25E+03
2284,8.46E-05,1.42E-05,5.02E-05,4.18E-05,1.25E+03
2285,8.47E-05,9.53E-06,1.45E-05,1.68E-05,1.25E+03
2286,6.69E-05,1.04E-05,1.82E-05,2.48E-05,1.25E+03
2287,9.56E-05,1.22E-05,3.25E-05,4.76E-05,1.25E+03
2288,7.44E-05,9.96E-06,2.24E-05,3.65E-05,1.25E+03
2289,5.93E-05,6.62E-06,1.81E-05,2.33E-05,1.26E+03
2290,7.16E-05,7.79E-06,1.51E-05,2.49E-05,1.26E+03
2291,7.73E-05,6.86E-06,1.91E-05,2.33E-05,1.26E+03
2292,8.11E-05,1.40E-05,3.39E-05,5.50E-05,1.26E+03
2293,8.80E-05,1.03E-05,2.89E-05,4.83E-05,1.26E+03
2294,8.50E-05,9.80E-06,2.57E-05,3.11E-05,1.26E+03
2295,7.22E-05,1.03E-05,3.68E-05,3.34E-05,1.26E+03
2296,8.08E-05,1.03E-05,4.23E-05,3.24E-05,1.26E+03
2297,8.59E-05,1.01E-05,4.74E-05,3.21E-05,1.26E+03
2298,6.25E-05,7.76E-06,2.09E-05,2.58E-05,1.26E+03
2299,9.55E-05,9.12E-06,3.50E-05,4.42E-05,1.27E+03
2300,9.13E-05,1.16E-05,2.58E-05,3.91E-05,1.27E+03
2301,8.81E-05,1.33E-05,3.13E-05,3.68E-05,1.27E+03
2302,6.65E-05,7.48E-06,1.55E-05,1.43E-05,1.27E+03
2303,5.91E-05,9.01E-06,9.75E-06,1.33E-05,1.27E+03
2304,5.79E-05,6.14E-06,1.68E-05,1.32E-05,1.27E+03
2305,6.60E-05,8.48E-06,1.77E-05,1.58E-05,1.27E+03
2306,7.67E-05,9.68E-06,1.45E-05,2.77E-05,1.27E+03
2307,5.81E-05,9.37E-06,1.27E-05,2.68E-05,1.27E+03
2308,6.67E-05,9.90E-06,2.17E-05,2.02E-05,1.27E+03
2309,8.12E-05,7.79E-06,2.32E-05,1.63E-05,1.28E+03
2310,9.41E-05,1.10E-05,1.63E-05,2.28E-05,1.28E+03
2311,5.73E-05,6.91E-06,1.65E-05,1.80E-05,1.28E+03
2312,7.46E-05,1.05E-05,2.40E-05,2.78E-05,1.28E+03
2313,5.74E-05,7.62E-06,1.68E-05,2.17E-05,1.28E+03
2314,6.34E-05,5.21E-06,7.81E-06,7.67E-06,1.28E+03
2315,7.84E-05,8.69E-06,1.47E-05,1.47E-05,1.28E+03
2316,8.07E-05,7.22E-06,1.47E-05,1.76E-05,1.28E+03
2317,9.95E-05,1.75E-05,5.54E-05,6.96E-05,1.28E+03
2318,5.84E-05,1.09E-05,2.59E-05,3.52E-05,1.28E+03
2319,6.39E-05,9.12E-06,1.85E-05,2.33E-05,1.29E+03
2320,6.74E-05,1.12E-05,2.27E-05,2.67E-05,1.29E+03
2321,6.41E-05,8.05E-06,1.82E-05,2.24E-05,1.29E+03
2322,5.79E-05,1.13E-05,1.59E-05,2.07E-05,1.29E+03
2323,6.33E-05,8.28E-06,2.11E-05,2.50E-05,1.29E+03
2324,5.90E-05,8.67E-06,2.03E-05,2.09E-05,1.29E+03
2325,5.70E-05,6.33E-06,1.81E-05,1.74E-05,1.29E+03
2326,7.01E-05,9.53E-06,2.41E-05,2.26E-05,1.29E+03
2327,9.68E-05,1.00E-05,1.68E-05,1.91E-05,1.29E+03
2328,7.13E-05,6.94E-06,1.39E-05,1.96E-05,1.29E+03
2329,8.43E-05,9.52E-06,2.99E-05,2.73E-05,1.30E+03
2330,9.67E-05,1.30E-05,2.34E-05,3.71E-05,1.30E+03
2331,7.74E-05,1.70E-05,3.35E-05,3.11E-05,1.30E+03
2332,6.40E-05,1.39E-05,2.95E-05,2.75E-05,1.30E+03
2333,6.46E-05,1.14E-05,2.11E-05,2.05E-05,1.30E+03
2334,5.87E-05,8.89E-06,2.76E-05,2.01E-05,1.30E+03
2335,9.67E-05,1.11E-05,3.96E-05,2.86E-05,1.30E+03
2336,8.84E-05,2.05E-05,3.39E-05,4.27E-05,1.30E+03
2337,6.56E-05,1.77E-05,3.58E-05,4.01E-05,1.30E+03
2338,7.61E-05,1.17E-05,1.50E-05,1.45E-05,1.30E+03
2339,6.21E-05,1.27E-05,2.13E-05,1.84E-05,1.31E+03
2340,8.51E-05,1.72E-05,3.52E-05,3.41E-05,1.31E+03
2341,8.66E-05,9.17E-06,2.67E-05,2.80E-05,1.31E+03
2342,6.56E-05,8.68E-06,2.42E-05,2.57E-05,1.31E+03
2343,7.46E-05,1.06E-05,3.45E-05,3.74E-05,1.31E+03
2344,6.89E-05,9.22E-06,4.02E-05,3.65E-05,1.31E+03
2345,7.08E-05,8.95E-06,3.46E-05,2.54E-05,1.31E+03
2346,7.49E-05,1.61E-05,4.76E-05,3.65E-05,1.31E+03
2347,6.88E-05,1.30E-05,4.41E-05,3.39E-05,1.31E+03
2348,6.63E-05,1.12E-05,2.90E-05,2.47E-05,1.31E+03
2349,8.70E-05,1.28E-05,3.00E-05,2.91E-05,1.32E+03
2350,5.88E-05,1.40E-05,2.59E-05,2.60E-05,1.32E+03
2351,6.60E-05,9.81E-06,1.45E-05,1.72E-05,1.32E+03
2352,9.61E-05,2.05E-05,2.77E-05,3.47E-05,1.32E+03
2353,8.44E-05,1.40E-05,1.76E-05,2.67E-05,1.32E+03
2354,7.05E-05,1.01E-05,2.83E-05,2.41E-05,1.32E+03
2355,6.04E-05,7.63E-06,2.38E-05,2.11E-05,1.32E+03
2356,6.57E-05,1.31E-05,2.13E-05,2.88E-05,1.32E+03
2357,8.91E-05,1.60E-05,2.95E-05,4.20E-05,1.32E+03
2358,8.38E-05,1.21E-05,3.28E-05,3.89E-05,1.32E+03
2359,6.84E-05,6.04E-06,1.39E-05,1.17E-05,1.33E+03
2360,6.29E-05,6.08E-06,9.95E-06,1.25E-05,1.33E+03
2361,7.00E-05,6.82E-06,1.45E-05,1.52E-05,1.33E+03
2362,8.77E-05,6.26E-06,2.51E-05,1.27E-05,1.33E+03
2363,9.81E-05,1.17E-05,3.47E-05,1.57E-05,1.33E+03
2364,9.38E-05,8.94E-06,2.96E-05,2.06E-05,1.33E+03
2365,6.49E-05,9.00E-06,1.52E-05,2.09E-05,1.33E+03
2366,8.06E-05,1.52E-05,1.99E-05,2.00E-05,1.33E+03
2367,9.48E-05,9.49E-06,1.95E-05,1.21E-05,1.33E+03
2368,9.23E-05,1.20E-05,4.12E-05,2.25E-05,1.33E+03
2369,6.95E-05,1.26E-05,3.56E-05,2.55E-05,1.34E+03
2370,6.11E-05,7.29E-06,1.91E-05,1.93E-05,1.34E+03
2371,6.82E-05,1.10E-05,2.71E-05,2.88E-05,1.34E+03
2372,6.15E-05,1.06E-05,2.41E-05,1.88E-05,1.34E+03
2373,7.96E-05,1.10E-05,3.83E-05,2.70E-05,1.34E+03
2374,6.10E-05,8.16E-06,1.61E-05,1.52E-05,1.34E+03
2375,8.33E-05,1.49E-05,3.01E-05,2.89E-05,1.34E+03
2376,9.78E-05,1.04E-05,2.60E-05,2.34E-05,1.34E+03
2377,6.60E-05,7.47E-06,1.69E-05,1.58E-05,1.34E+03
2378,6.44E-05,1.21E-05,1.82E-05,1.62E-05,1.34E+03
2379,6.46E-05,1.02E-05,2.56E-05,2.44E-05,1.35E+03
2380,8.41E-05,9.58E-06,2.35E-05,2.92E-05,1.35E+03
2381,7.22E-05,1.35E-05,2.69E-05,2.33E-05,1.35E+03
2382,9.19E-05,1.74E-05,4.58E-05,3.07E-05,1.35E+03
2383,8.62E-05,1.23E-05,3.88E-05,3.11E-05,1.35E+03
2384,7.38E-05,9.89E-06,1.78E-05,2.39E-05,1.35E+03
2385,7.20E-05,9.43E-06,3.34E-05,2.49E-05,1.35E+03
2386,7.07E-05,1.06E-05,3.92E-05,2.64E-05,1.35E+03
2387,5.94E-05,9.22E-06,1.53E-05,1.62E-05,1.35E+03
2388,6.62E-05,8.33E-06,1.81E-05,2.23E-05,1.35E+03
2389,5.86E-05,5.49E-06,1.87E-05,2.15E-05,1.36E+03
2390,8.80E-05,7.92E-06,2.90E-05,3.11E-05,1.36E+03
2391,6.71E-05,9.85E-06,2.21E-05,2.07E-05,1.36E+03
2392,7.96E-05,9.55E-06,2.04E-05,1.75E-05,1.36E+03
2393,7.69E-05,7.86E-06,2.06E-05,2.24E-05,1.36E+03
2394,9.01E-05,9.91E-06,3.60E-05,3.66E-05,1.36E+03
2395,9.99E-05,1.54E-05,5.05E-05,5.20E-05,1.36E+03
2396,9.63E-05,1.33E-05,3.18E-05,4.17E-05,1.36E+03
2397,7.97E-05,6.89E-06,1.97E-05,2.11E-05,1.36E+03
2398,6.28E-05,6.40E-06,2.40E-05,2.49E-05,1.36E+03
2399,7.03E-05,9.03E-06,2.11E-05,2.28E-05,1.37E+03
2400,7.15E-05,5.70E-06,1.38E-05,1.82E-05,1.37E+03
2401,6.47E-05,9.52E-06,1.73E-05,2.22E-05,1.37E+03
2402,6.12E-05,1.35E-05,2.64E-05,2.28E-05,1.37E+03
2403,9.82E-05,1.35E-05,6.41E-05,4.59E-05,1.37E+03
2404,9.09E-05,1.39E-05,5.60E-05,3.92E-05,1.37E+03
2405,8.23E-05,1.01E-05,5.01E-05,3.42E-05,1.37E+03
2406,7.67E-05,7.43E-06,2.37E-05,2.02E-05,1.37E+03
2407,7.60E-05,1.15E-05,4.23E-05,2.56E-05,1.37E+03
2408,5.82E-05,6.52E-06,1.90E-05,1.16E-05,1.37E+03
2409,7.36E-05,1.18E-05,4.43E-05,2.90E-05,1.38E+03
2410,6.15E-05,1.05E-05,4.64E-05,3.00E-05,1.38E+03
2411,7.47E-05,1.41E-05,4.05E-05,3.61E-05,1.38E+03
2412,7.19E-05,6.27E-06,1.85E-05,2.44E-05,1.38E+03
2413,5.82E-05,4.51E-06,2.75E-05,1.96E-05,1.38E+03
2414,9.75E-05,1.74E-05,4.97E-05,3.93E-05,1.38E+03
2415,6.07E-05,8.42E-06,1.47E-05,1.93E-05,1.38E+03
2416,9.48E-05,8.25E-06,2.64E-05,2.40E-05,1.38E+03
2417,6.33E-05,9.75E-06,3.38E-05,2.40E-05,1.38E+03
2418,8.15E-05,8.31E-06,2.39E-05,1.94E-05,1.38E+03
2419,9.47E-05,2.15E-05,4.78E-05,3.42E-05,1.39E+03
2420,9.25E-05,1.74E-05,4.02E-05,3.24E-05,1.39E+03
2421,7.30E-05,8.50E-06,1.59E-05,1.67E-05,1.39E+03
2422,6.76E-05,7.98E-06,1.65E-05,1.33E-05,1.39E+03
2423,8.65E-05,1.13E-05,2.17E-05,4.43E-05,1.39E+03
2424,7.10E-05,5.85E-06,1.51E-05,2.19E-05,1.39E+03
2425,5.46E-05,6.49E-06,2.15E-05,1.84E-05,1.39E+03
2426,5.73E-05,6.35E-06,2.28E-05,1.78E-05,1.39E+03
2427,6.26E-05,5.85E-06,9.49E-06,1.05E-05,1.39E+03
2428,5.87E-05,7.23E-06,1.21E-05,1.72E-05,1.39E+03
2429,9.66E-05,1.05E-05,2.11E-05,3.77E-05,1.40E+03
2430,6.94E-05,8.16E-06,1.74E-05,2.52E-05,1.40E+03
2431,6.93E-05,6.65E-06,1.25E-05,1.78E-05,1.40E+03
2432,5.97E-05,5.54E-06,1.75E-05,1.40E-05,1.40E+03
2433,5.38E-05,6.33E-06,1.37E-05,1.83E-05,1.40E+03
2434,6.63E-05,7.59E-06,1.49E-05,1.70E-05,1.40E+03
2435,8.06E-05,1.35E-05,3.99E-05,2.58E-05,1.40E+03
2436,7.72E-05,3.62E-05,7.88E-05,4.91E-05,1.40E+03
2437,7.89E-05,1.60E-05,5.88E-05,4.09E-05,1.40E+03
2438,8.83E-05,1.70E-05,5.96E-05,4.91E-05,1.40E+03
2439,6.02E-05,9.05E-06,1.28E-05,1.72E-05,1.41E+03
2440,6.21E-05,7.05E-06,2.53E-05,1.69E-05,1.41E+03
2441,6.50E-05,7.55E-06,2.53E-05,1.64E-05,1.41E+03
2442,9.55E-05,1.33E-05,3.26E-05,2.44E-05,1.41E+03
2443,5.66E-05,9.71E-06,2.04E-05,1.00E-05,1.41E+03
2444,6.99E-05,1.29E-05,3.36E-05,1.86E-05,1.41E+03
2445,9.06E-05,8.83E-06,1.92E-05,1.54E-05,1.41E+03
2446,6.75E-05,6.18E-06,1.90E-05,1.43E-05,1.41E+03
2447,6.22E-05,8.28E-06,1.85E-05,1.99E-05,1.41E+03
2448,9.32E-05,1.43E-05,3.16E-05,3.99E-05,1.41E+03
2449,6.92E-05,1.15E-05,1.97E-05,2.17E-05,1.42E+03
2450,6.61E-05,5.73E-06,7.12E-06,1.21E-05,1.42E+03
2451,8.02E-05,8.27E-06,1.76E-05,2.85E-05,1.42E+03
2452,9.39E-05,7.95E-06,1.94E-05,3.61E-05,1.42E+03
2453,7.12E-05,5.74E-06,1.82E-05,2.31E-05,1.42E+03
2454,6.51E-05,8.95E-06,2.15E-05,2.17E-05,1.42E+03
2455,9.26E-05,7.75E-06,1.38E-05,2.89E-05,1.42E+03
2456,7.80E-05,7.71E-06,2.55E-05,2.31E-05,1.42E+03
2457,6.52E-05,6.11E-06,2.20E-05,1.72E-05,1.42E+03
2458,9.36E-05,1.45E-05,2.63E-05,2.08E-05,1.42E+03
2459,9.07E-05,1.30E-05,3.95E-05,3.38E-05,1.43E+03
2460,7.47E-05,1.19E-05,3.56E-05,3.19E-05,1.43E+03
2461,6.21E-05,8.18E-06,2.30E-05,1.69E-05,1.43E+03
2462,5.64E-05,6.26E-06,2.08E-05,1.67E-05,1.43E+03
2463,9.46E-05,1.92E-05,4.68E-05,2.08E-05,1.43E+03
2464,6.25E-05,1.37E-05,3.75E-05,1.75E-05,1.43E+03
2465,7.43E-05,1.20E-05,4.15E-05,2.18E-05,1.43E+03
2466,5.99E-05,1.09E-05,2.57E-05,1.87E-05,1.43E+03
2467,7.53E-05,1.33E-05,3.84E-05,3.06E-05,1.43E+03
2468,9.20E-05,1.33E-05,4.26E-05,3.23E-05,1.43E+03
2469,9.78E-05,1.43E-05,2.80E-05,2.51E-05,1.44E+03
2470,5.95E-05,1.09E-05,1.69E-05,1.46E-05,1.44E+03
2471,7.69E-05,9.14E-06,1.69E-05,1.29E-05,1.44E+03
2472,6.20E-05,1.90E-05,2.96E-05,2.52E-05,1.44E+03
2473,9.25E-05,1.67E-05,4.23E-05,2.34E-05,1.44E+03
2474,8.92E-05,1.34E-05,3.46E-05,2.22E-05,1.44E+03
2475,6.98E-05,7.99E-06,1.86E-05,1.72E-05,1.44E+03
2476,7.53E-05,7.98E-06,1.85E-05,2.17E-05,1.44E+03
2477,6.23E-05,4.72E-06,1.03E-05,1.26E-05,1.44E+03
2478,7.98E-05,1.00E-05,1.88E-05,4.08E-05,1.44E+03
2479,8.56E-05,1.71E-05,3.67E-05,6.19E-05,1.45E+03
2480,9.55E-05,1.35E-05,3.79E-05,5.36E-05,1.45E+03
2481,5.96E-05,8.13E-06,1.32E-05,1.39E-05,1.45E+03
2482,9.95E-05,1.24E-05,2.99E-05,3.55E-05,1.45E+03
2483,6.06E-05,6.34E-06,1.86E-05,1.82E-05,1.45E+03
2484,9.39E-05,1.04E-05,3.42E-05,3.69E-05,1.45E+03
2485,9.41E-05,1.33E-05,3.68E-05,3.52E-05,1.45E+03
2486,8.88E-05,1.92E-05,6.89E-05,5.79E-05,1.45E+03
2487,8.71E-05,1.31E-05,3.94E-05,3.99E-05,1.45E+03
2488,7.20E-05,1.11E-05,2.84E-05,3.89E-05,1.45E+03
2489,7.77E-05,1.13E-05,1.90E-05,2.83E-05,1.46E+03
2490,5.35E-05,9.70E-06,1.53E-05,1.79E-05,1.46E+03
2491,9.40E-05,1.02E-05,2.48E-05,2.71E-05,1.46E+03
2492,7.57E-05,8.12E-06,1.27E-05,1.11E-05,1.46E+03
2493,5.67E-05,5.88E-06,6.72E-06,8.88E-06,1.46E+03
2494,9.85E-05,7.99E-06,1.27E-05,1.56E-05,1.46E+03
2495,5.98E-05,5.47E-06,7.22E-06,8.23E-06,1.46E+03
2496,6.74E-05,8.38E-06,2.36E-05,2.00E-05,1.46E+03
2497,7.99E-05,1.28E-05,3.98E-05,3.56E-05,1.46E+03
2498,5.84E-05,1.04E-05,2.94E-05,3.13E-05,1.46E+03
2499,7.93E-05,1.22E-05,3.53E-05,2.44E-05,1.47E+03
2500,7.92E-05,1.24E-05,3.21E-05,2.09E-05,1.47E+03
2501,6.41E-05,9.91E-06,1.96E-05,2.09E-05,1.47E+03
2502,9.55E-05,2.06E-05,5.01E-05,6.73E-05,1.47E+03
2503,9.15E-05,1.39E-05,4.20E-05,5.84E-05,1.47E+03
2504,8.33E-05,1.20E-05,2.60E-05,4.17E-05,1.47E+03
2505,9.62E-05,2.24E-05,4.59E-05,4.24E-05,1.47E+03
2506,6.81E-05,1.39E-05,2.28E-05,2.22E-05,1.47E+03
2507,7.91E-05,1.21E-05,1.76E-05,2.13E-05,1.47E+03
2508,5.94E-05,9.38E-06,1.35E-05,1.65E-05,1.47E+03
2509,9.84E-05,1.15E-05,2.46E-05,3.36E-05,1.48E+03
2510,7.06E-05,7.92E-06,1.90E-05,2.49E-05,1.48E+03
2511,7.87E-05,8.08E-06,1.74E-05,2.24E-05,1.48E+03
2512,8.88E-05,1.15E-05,2.44E-05,2.95E-05,1.48E+03
2513,6.91E-05,1.08E-05,2.87E-05,2.96E-05,1.48E+03
2514,5.83E-05,8.32E-06,1.67E-05,1.59E-05,1.48E+03
2515,8.61E-05,1.81E-05,1.82E-05,3.02E-05,1.48E+03
2516,6.69E-05,9.66E-06,2.07E-05,2.40E-05,1.48E+03
2517,6.29E-05,7.64E-06,1.90E-05,2.38E-05,1.48E+03
2518,9.82E-05,1.15E-05,2.04E-05,2.98E-05,1.48E+03
2519,7.49E-05,9.23E-06,1.37E-05,2.35E-05,1.49E+03
2520,6.76E-05,6.92E-06,1.14E-05,1.62E-05,1.49E+03
2521,8.59E-05,1.19E-05,2.45E-05,4.47E-05,1.49E+03
2522,8.79E-05,1.07E-05,1.75E-05,2.83E-05,1.49E+03
2523,9.45E-05,1.66E-05,4.05E-05,5.03E-05,1.49E+03
2524,8.65E-05,1.53E-05,3.83E-05,5.45E-05,1.49E+03
2525,9.90E-05,1.08E-05,2.58E-05,4.15E-05,1.49E+03
2526,8.88E-05,1.87E-05,4.90E-05,3.14E-05,1.49E+03
2527,7.47E-05,1.54E-05,4.62E-05,4.81E-05,1.49E+03
2528,8.07E-05,1.18E-05,3.76E-05,4.21E-05,1.49E+03
2529,9.23E-05,1.07E-05,2.10E-05,3.11E-05,1.50E+03
2530,9.12E-05,9.37E-06,1.65E-05,2.45E-05,1.50E+03
2531,9.76E-05,1.86E-05,2.92E-05,2.73E-05,1.50E+03
2532,9.81E-05,1.59E-05,3.15E-05,3.43E-05,1.50E+03
2533,6.71E-05,7.89E-06,1.71E-05,1.74E-05,1.50E+03
2534,8.06E-05,8.81E-06,2.35E-05,2.62E-05,1.50E+03
2535,6.61E-05,6.10E-06,1.11E-05,1.26E-05,1.50E+03
2536,9.46E-05,1.49E-05,4.22E-05,2.85E-05,1.50E+03
2537,7.42E-05,9.62E-06,2.39E-05,1.59E-05,1.50E+03
2538,7.55E-05,1.05E-05,3.35E-05,2.80E-05,1.50E+03
2539,9.90E-05,1.17E-05,2.25E-05,3.44E-05,1.51E+03
2540,5.82E-05,7.32E-06,1.04E-05,1.97E-05,1.51E+03
2541,8.87E-05,1.04E-05,1.66E-05,3.11E-05,1.51E+03
2542,7.64E-05,8.24E-06,1.47E-05,2.22E-05,1.51E+03
2543,6.54E-05,7.06E-06,1.54E-05,1.90E-05,1.51E+03
2544,6.88E-05,1.09E-05,3.33E-05,2.99E-05,1.51E+03
2545,9.67E-05,1.03E-05,4.23E-05,3.18E-05,1.51E+03
2546,7.41E-05,1.12E-05,3.03E-05,2.90E-05,1.51E+03
2547,9.45E-05,1.39E-05,2.03E-05,4.32E-05,1.51E+03
2548,6.64E-05,7.51E-06,1.52E-05,1.73E-05,1.51E+03
2549,7.23E-05,1.30E-05,2.93E-05,2.91E-05,1.52E+03
2550,6.81E-05,1.06E-05,2.28E-05,2.22E-05,1.52E+03
2551,6.69E-05,1.19E-05,2.24E-05,2.25E-05,1.52E+03
2552,8.58E-05,1.46E-05,3.45E-05,3.42E-05,1.52E+03
2553,7.76E-05,1.03E-05,2.87E-05,2.96E-05,1.52E+03
2554,8.49E-05,1.07E-05,2.74E-05,2.39E-05,1.52E+03
2555,6.58E-05,9.14E-06,1.86E-05,2.05E-05,1.52E+03
2556,7.43E-05,6.83E-06,1.10E-05,1.67E-05,1.52E+03
2557,7.56E-05,9.22E-06,2.38E-05,2.28E-05,1.52E+03
2558,7.89E-05,8.20E-06,2.35E-05,2.05E-05,1.52E+03
2559,6.63E-05,6.47E-06,1.48E-05,1.54E-05,1.53E+03
2560,6.80E-05,7.90E-06,1.30E-05,1.69E-05,1.53E+03
2561,7.30E-05,7.20E-06,9.33E-06,1.57E-05,1.53E+03
2562,6.38E-05,7.63E-06,1.21E-05,1.89E-05,1.53E+03
2563,7.90E-05,7.72E-06,1.43E-05,1.66E-05,1.53E+03
2564,7.03E-05,5.86E-06,1.32E-05,1.31E-05,1.53E+03
2565,8.55E-05,1.18E-05,3.44E-05,4.12E-05,1.53E+03
2566,9.33E-05,1.51E-05,3.78E-05,3.64E-05,1.53E+03
2567,7.91E-05,8.18E-06,2.90E-05,2.69E-05,1.53E+03
2568,5.40E-05,7.14E-06,2.71E-05,1.78E-05,1.53E+03
2569,5.81E-05,7.55E-06,2.41E-05,1.90E-05,1.54E+03
2570,6.36E-05,8.79E-06,1.27E-05,3.18E-05,1.54E+03
2571,7.10E-05,8.35E-06,2.36E-05,3.05E-05,1.54E+03
2572,8.00E-05,1.24E-05,1.50E-05,3.25E-05,1.54E+03
2573,9.06E-05,9.80E-06,2.57E-05,4.03E-05,1.54E+03
2574,6.38E-05,6.85E-06,2.04E-05,1.76E-05,1.54E+03
2575,6.14E-05,8.98E-06,1.77E-05,2.01E-05,1.54E+03
2576,7.71E-05,1.01E-05,3.17E-05,3.11E-05,1.54E+03
2577,8.19E-05,1.02E-05,2.96E-05,3.08E-05,1.54E+03
2578,8.03E-05,1.50E-05,6.01E-05,6.90E-05,1.54E+03
2579,7.12E-05,6.73E-06,3.07E-05,3.15E-05,1.55E+03
2580,6.06E-05,8.25E-06,2.27E-05,2.61E-05,1.55E+03
2581,9.86E-05,2.99E-05,5.54E-05,4.22E-05,1.55E+03
2582,8.83E-05,2.39E-05,3.85E-05,2.51E-05,1.55E+03
2583,7.10E-05,1.15E-05,2.87E-05,2.22E-05,1.55E+03
2584,7.63E-05,1.07E-05,3.11E-05,3.08E-05,1.55E+03
2585,5.61E-05,1.05E-05,2.58E-05,2.74E-05,1.55E+03
2586,8.99E-05,1.37E-05,2.78E-05,3.53E-05,1.55E+03
2587,7.37E-05,9.83E-06,2.36E-05,1.84E-05,1.55E+03
2588,8.51E-05,1.35E-05,5.66E-05,3.76E-05,1.55E+03
2589,9.95E-05,1.51E-05,6.86E-05,4.99E-05,1.56E+03
2590,6.91E-05,9.00E-06,4.34E-05,3.69E-05,1.56E+03
2591,5.99E-05,1.02E-05,3.37E-05,2.54E-05,1.56E+03
2592,7.34E-05,1.14E-05,4.81E-05,3.05E-05,1.56E+03
2593,8.77E-05,1.40E-05,6.26E-05,3.86E-05,1.56E+03
2594,6.43E-05,8.04E-06,3.57E-05,2.15E-05,1.56E+03
2595,8.19E-05,1.43E-05,4.66E-05,3.82E-05,1.56E+03
2596,8.08E-05,9.57E-06,3.61E-05,3.16E-05,1.56E+03
2597,9.21E-05,9.86E-06,1.75E-05,1.92E-05,1.56E+03
2598,7.34E-05,7.28E-06,1.00E-05,1.76E-05,1.56E+03
2599,7.36E-05,7.52E-06,1.25E-05,2.43E-05,1.57E+03
2600,6.75E-05,1.93E-05,2.61E-05,3.14E-05,1.57E+03
2601,9.91E-05,2.65E-05,5.28E-05,5.03E-05,1.57E+03
2602,7.18E-05,8.53E-06,2.17E-05,2.48E-05,1.57E+03
2603,7.06E-05,8.40E-06,1.68E-05,2.66E-05,1.57E+03
2604,6.97E-05,1.50E-05,2.72E-05,5.47E-05,1.57E+03
2605,9.40E-05,1.56E-05,8.49E-05,8.64E-05,1.57E+03
2606,6.88E-05,1.81E-05,4.50E-05,4.89E-05,1.57E+03
2607,8.22E-05,1.64E-05,4.01E-05,4.59E-05,1.57E+03
2608,6.78E-05,1.11E-05,2.64E-05,3.77E-05,1.57E+03
2609,7.31E-05,1.09E-05,1.49E-05,3.27E-05,1.58E+03
2610,6.76E-05,7.19E-06,1.30E-05,2.96E-05,1.58E+03
2611,6.22E-05,7.55E-06,1.67E-05,2.64E-05,1.58E+03
2612,6.12E-05,8.08E-06,2.21E-05,2.82E-05,1.58E+03
2613,5.96E-05,9.53E-06,2.07E-05,2.53E-05,1.58E+03
2614,8.35E-05,7.42E-06,2.23E-05,1.86E-05,1.58E+03
2615,9.41E-05,8.26E-06,3.49E-05,3.79E-05,1.58E+03
2616,9.09E-05,1.18E-05,2.12E-05,4.16E-05,1.58E+03
2617,5.89E-05,1.00E-05,2.54E-05,2.33E-05,1.58E+03
2618,6.77E-05,9.47E-06,1.84E-05,2.27E-05,1.58E+03
2619,8.11E-05,1.82E-05,4.41E-05,3.26E-05,1.59E+03
2620,7.91E-05,2.92E-05,8.35E-05,6.80E-05,1.59E+03
2621,6.00E-05,1.39E-05,4.43E-05,3.13E-05,1.59E+03
2622,5.46E-05,8.59E-06,2.91E-05,2.85E-05,1.59E+03
2623,5.39E-05,1.14E-05,3.23E-05,2.84E-05,1.59E+03
2624,9.81E-05,1.62E-05,8.45E-05,5.72E-05,1.59E+03
